700043003,Example problem list concepts reference set (foundation metadata concept),201201120101,Refset Stub,en_US,simple,201201190101,201301190101,900000000000012004,true
450973005,GP/FP health issue reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
450971007,GP/FP reason for encounter reference set (foundation metadata concept),20130112,Refset Stub,en_US,simple,20130119,20130119,900000000000012004,true
703870008,Laterality indicator reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
447566000,Virtual medicinal product simple reference set (foundation metadata concept),20140112,Refset Stub,en_US,simple,20140119,20130119,900000000000012004,false
447565001,Virtual therapeutic moiety simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
700043013,Dummy -1 Example problem list concepts reference set (foundation metadata concept),20130112,Refset Stub,en_US,simple,20130119,20130119,900000000000012004,false
450973015,Dummy -1 GP/FP health issue reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
450971017,Dummy -1 GP/FP reason for encounter reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
703870018,Dummy -1 Laterality indicator reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
447566010,Dummy -1 Virtual medicinal product simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
447565011,Dummy -1 Virtual therapeutic moiety simple reference set (foundation metadata concept),20130112,Refset Stub,en_US,simple,20130119,20130119,900000000000012004,false
700043023,Dummy -2 Example problem list concepts reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
450973025,Dummy -2 GP/FP health issue reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
450971027,Dummy -2 GP/FP reason for encounter reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
703870028,Dummy -2 Laterality indicator reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
447566020,Dummy -2 Virtual medicinal product simple reference set (foundation metadata concept),20130112,Refset Stub,en_US,simple,20130119,20130119,900000000000012004,true
447565021,Dummy -2 Virtual therapeutic moiety simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
700043033,Dummy -3 Example problem list concepts reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
450973035,Dummy -3 GP/FP health issue reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
450971037,Dummy -3 GP/FP reason for encounter reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
703870038,Dummy -3 Laterality indicator reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
447566030,Dummy -3 Virtual medicinal product simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
447565031,Dummy -3 Virtual therapeutic moiety simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
700043043,Dummy -4 Example problem list concepts reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
450973045,Dummy -4 GP/FP health issue reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
450971047,Dummy -4 GP/FP reason for encounter reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
703870048,Dummy -4 Laterality indicator reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
447566040,Dummy -4 Virtual medicinal product simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
447565041,Dummy -4 Virtual therapeutic moiety simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
700043053,Dummy -5 Example problem list concepts reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
450973055,Dummy -5 GP/FP health issue reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
450971057,Dummy -5 GP/FP reason for encounter reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
703870058,Dummy -5 Laterality indicator reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,true
447566050,Dummy -5 Virtual medicinal product simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
447565051,Dummy -5 Virtual therapeutic moiety simple reference set (foundation metadata concept),20120112,Refset Stub,en_US,simple,20120119,20130119,900000000000012004,false
